row_index,review,clean_review,lexicon_score,positive_terms,negative_terms,positive_score,negative_score,likely_issue_type,evidence_pattern,reason
3607,Keren,keren,0.0,,,0.0,0.0,likely_positive,keren,positive pattern in neutral score zero row
3612,Sering bgtt pembaharuan,bgtt pembaharuan,0.0,,,0.0,0.0,ambiguous,,
3633,"Bagus banget aplikasi JakOne, beneran sebagus itu mobile banking satu ini, wajib download!",bagus banget aplikasi jakone beneran sebagus mobile banking wajib download,0.0,bagus:2; banget:1; beneran:3,aplikasi:-4; wajib:-2,6.0,-6.0,likely_positive,bagus,positive pattern in neutral score zero row
3647,Mantaplahhhpokokx,mantaplahhhpokokx,0.0,,,0.0,0.0,likely_positive,mantap,positive pattern in neutral score zero row
3654,Keren aplikasi nya sangat membantu aplikasi nya juga mudah di gunakan,keren aplikasi nya membantu aplikasi nya mudah gunakan,0.0,membantu:4; mudah:4,aplikasi:-4; aplikasi:-4,8.0,-8.0,likely_positive,sangat membantu; keren,positive pattern in neutral score zero row
3656,Aplikasi sangat membantu,aplikasi membantu,0.0,membantu:4,aplikasi:-4,4.0,-4.0,likely_positive,sangat membantu,positive pattern in neutral score zero row
3666,Mantab,mantab,0.0,,,0.0,0.0,ambiguous,,
3674,Semakin maju Bank DKI,maju bank dki,0.0,,,0.0,0.0,ambiguous,,
3675,"mantap verifikasi data ga ribet dan cepet juga,begitupun limitnya dan biayanya bulanannya gratis tidak ada saldo ngendap",mantap verifikasi data tidak ribet cepet begitupun limitnya biayanya bulanannya gratis tidak saldo ngendap,0.0,mantap:5; ribet:4; cepet:2; gratis:4,data:-3; tidak:-5; tidak:-5; saldo:-2,15.0,-15.0,ambiguous,mantap; ribet,
3689,Niceee,niceee,0.0,,,0.0,0.0,ambiguous,,
3712,Aplikasi yang sangat membantu,aplikasi membantu,0.0,membantu:4,aplikasi:-4,4.0,-4.0,likely_positive,sangat membantu,positive pattern in neutral score zero row
3734,sementara satu dulu karena belum bisa transfer antar bank,belum bisa transfer antar bank,0.0,,,0.0,0.0,ambiguous,,
3748,Aplikasi serbaguna dan sangat membantu,aplikasi serbaguna membantu,0.0,membantu:4,aplikasi:-4,4.0,-4.0,likely_positive,sangat membantu,positive pattern in neutral score zero row
3756,Aplikasi masa depan untuk transaksi keren...,aplikasi masa transaksi keren,0.0,transaksi:4,aplikasi:-4,4.0,-4.0,likely_positive,keren,positive pattern in neutral score zero row
3776,Mantab....,mantab,0.0,,,0.0,0.0,ambiguous,,
3785,Bangke potoNya susah bener,bangke potonya susah bener,0.0,bener:3,susah:-3,3.0,-3.0,ambiguous,,
3790,ada banyak benefit Gratis untuk aplikasi inimendapatkan reward Rp 600rb saat mendaftar.,benefit gratis aplikasi inimendapatkan reward rp 600rb mendaftar,0.0,gratis:4,aplikasi:-4,4.0,-4.0,ambiguous,,
3792,Jakone selalu update dan keren,jakone update keren,0.0,,,0.0,0.0,likely_positive,keren,positive pattern in neutral score zero row
3794,Mau verivikasi fhoto gagal2 terus,verivikasi fhoto gagal2,0.0,,,0.0,0.0,ambiguous,,
3795,apakah ini sedang dalam maintenance ??,apakah maintenance,0.0,,,0.0,0.0,ambiguous,,
3796,aplikasi PLAT MERAH TERSAMPAH!!!!,aplikasi plat merah tersampah,0.0,merah:4,aplikasi:-4,4.0,-4.0,ambiguous,,
3801,apk yang sangat membantu,aplikasi membantu,0.0,membantu:4,aplikasi:-4,4.0,-4.0,likely_positive,sangat membantu,positive pattern in neutral score zero row
3808,"Sangat terbantu apalagi di era serba digitalisasi ini, satu aplikasi untuk segalanya, dan sangat mudah untuk pendaftarannya!",terbantu apalagi era serba digitalisasi aplikasi segalanya mudah pendaftarannya,0.0,mudah:4,aplikasi:-4,4.0,-4.0,ambiguous,,
3809,Setelah di Update Malah Ga Bisa Di Buka Padahal Sinyal Bagus hadehhhhb,setelah update tidak bisa buka padahal sinyal bagus hadehhhhb,0.0,buka:3; bagus:2,tidak:-5,5.0,-5.0,likely_positive,bagus,positive pattern in neutral score zero row
3847,Ada banyak benefit gratis untuk aplikasi ini mendapatkan reward rp600rp saat mendaftar,benefit gratis aplikasi mendapatkan reward rp600rp mendaftar,0.0,gratis:4,aplikasi:-4,4.0,-4.0,ambiguous,,
3865,Bsgus,bsgus,0.0,,,0.0,0.0,ambiguous,,
3879,Keseringan update. Padahal belum lama update..,keseringan update padahal belum update,0.0,,,0.0,0.0,ambiguous,,
3882,aman,aman,0.0,,,0.0,0.0,ambiguous,,
3889,aplikasi ini memberi kemudahan bertransaksi dan mengaturkebutuhan keuangan kita dengan fitur mobile banking dan e wallet dalam satu aplikasi,aplikasi memberi kemudahan bertransaksi mengaturkebutuhan keuangan kita fitur mobile banking e wallet aplikasi,0.0,memberi:2; kemudahan:3; bertransaksi:3,aplikasi:-4; aplikasi:-4,8.0,-8.0,ambiguous,,
3897,Aplikasi yang sangat membantu 😍😍,aplikasi membantu,0.0,membantu:4,aplikasi:-4,4.0,-4.0,likely_positive,sangat membantu,positive pattern in neutral score zero row
3908,Aplikasi nya sangat mudah untuk digunakan apalagi banyak terdapat fitur,aplikasi nya mudah digunakan apalagi fitur,0.0,mudah:4,aplikasi:-4,4.0,-4.0,likely_positive,mudah digunakan,positive pattern in neutral score zero row
3912,Saya sangat terbantu sekali,terbantu,0.0,,,0.0,0.0,ambiguous,,
3921,"Aplikasi m banking yang gak ribet, sangat memudahkan untuk transaksi, yang punya bank DKi wajib banget download aplikasi ini 🤗",aplikasi m banking tidak ribet memudahkan transaksi punya bank dki wajib banget download aplikasi,0.0,ribet:4; memudahkan:3; transaksi:4; punya:3; banget:1,aplikasi:-4; tidak:-5; wajib:-2; aplikasi:-4,15.0,-15.0,ambiguous,memudahkan; ribet,
3940,knpa suka eror mulu,knpa suka error mulu,0.0,suka:3; mulu:2,error:-5,5.0,-5.0,likely_negative,error; eror,negative pattern in neutral score zero row
3944,keren😁🤤👍🏻,keren,0.0,,,0.0,0.0,likely_positive,keren,positive pattern in neutral score zero row
3948,"Kenapa ya daftar ga bisa""😔😔🤲",kenapa ya daftar tidak bisa,0.0,ya:4; daftar:1,tidak:-5,5.0,-5.0,ambiguous,,
3952,Mantapp bank dki,mantapp bank dki,0.0,,,0.0,0.0,likely_positive,mantap,positive pattern in neutral score zero row
3963,Aplikasi sangat membantu sekali 👍👍,aplikasi membantu,0.0,membantu:4,aplikasi:-4,4.0,-4.0,likely_positive,sangat membantu; membantu sekali,positive pattern in neutral score zero row
3968,Keren,keren,0.0,,,0.0,0.0,likely_positive,keren,positive pattern in neutral score zero row
3983,Keren,keren,0.0,,,0.0,0.0,likely_positive,keren,positive pattern in neutral score zero row
4003,Kaga bisa login asw,kaga bisa login asw,0.0,,,0.0,0.0,ambiguous,,
4004,Aplikasi sangat membantu,aplikasi membantu,0.0,membantu:4,aplikasi:-4,4.0,-4.0,likely_positive,sangat membantu,positive pattern in neutral score zero row
4005,Makin kesini makin payah,kesini payah,0.0,,,0.0,0.0,likely_negative,payah,negative pattern in neutral score zero row
4024,come on maintenance,come on maintenance,0.0,,,0.0,0.0,ambiguous,,
4035,"Kenapa m banking saya sudah 3 hari ini hitam tdk bisa melakukan transaksi, mohon solusinya",kenapa m banking 3 hari hitam tidak bisa melakukan transaksi mohon solusinya,0.0,transaksi:4; mohon:2; solusinya:3,hitam:-4; tidak:-5,9.0,-9.0,ambiguous,,
4060,Baguus,baguus,0.0,,,0.0,0.0,ambiguous,,
4076,Mantul bu evi.... Ngajarin jakonenya .... Maju terus jakone,mantul bu evi ngajarin jakonenya maju jakone,0.0,,,0.0,0.0,ambiguous,,
4078,"Kenapa setiap saya mau buka kok loading lama trus muncul tulisan SILAHKAN PERIKSA KEMBALI KONEKSI INTERNET ANDA. padahal paketan data saya gacor banget klo buka Youtube & aplikasi"" yg lain. Tolong perbaiki dong aplikasi JackOne Mobile nya supaya tetap eksis Bank DKI nya.",kenapa setiap buka kok loading muncul tulisan silahkan periksa koneksi internet padahal paketan data gacor banget klo buka youtube aplikasi tolong perbaiki aplikasi jackone mobile nya eksis bank dki nya,0.0,buka:3; muncul:1; silahkan:3; koneksi:2; banget:1; buka:3; tolong:3,periksa:-5; data:-3; aplikasi:-4; aplikasi:-4,16.0,-16.0,ambiguous,,
4124,Bank DKI hebat,bank dki hebat,0.0,,,0.0,0.0,ambiguous,,
4135,"satukata,ancur !!!!",satukata ancur,0.0,,,0.0,0.0,ambiguous,,
4156,Bagus bangett,bagus bangett,0.0,bagus:2,bangett:-2,2.0,-2.0,likely_positive,bagus,positive pattern in neutral score zero row
4157,Gokil. Is the best in the world,gokil is the best in the world,0.0,,,0.0,0.0,ambiguous,,
4158,lemottt,lemottt,0.0,,,0.0,0.0,likely_negative,lemot,negative pattern in neutral score zero row
4164,jakone is the best,jakone is the best,0.0,,,0.0,0.0,ambiguous,,
4169,mau San KTP susah amat sih padahal udah GK blur fotonya 😕😭,san ktp susah amat sih padahal udah tidak blur fotonya,0.0,amat:4; blur:4,susah:-3; tidak:-5,8.0,-8.0,ambiguous,,
4174,Rekomendasi 👍,rekomendasi,0.0,,,0.0,0.0,ambiguous,,
4175,Ada banyak benefit gratis untuk aplikasi ini Mendapatkan reward Rp600 rbu saat mendaftar,benefit gratis aplikasi mendapatkan reward rp600 rbu mendaftar,0.0,gratis:4,aplikasi:-4,4.0,-4.0,ambiguous,,
4180,Mantap nihh developernya! bikin aplikasi bank digital yang keren dan super-fast banget. Ini aplikasi yang gak pernah lelet buat dipakai transaksi berkali-kali. Buat yang mau buka rekening baru di bak.,mantap nihh developernya bikin aplikasi bank digital keren super fast banget aplikasi tidak lelet dipakai transaksi berkali buka rekening bak,0.0,mantap:5; super:3; banget:1; transaksi:4; buka:3,nihh:-3; aplikasi:-4; aplikasi:-4; tidak:-5,16.0,-16.0,likely_positive,mantap; keren,positive pattern in neutral score zero row
4191,1 aplikasi utk semua transaksi,1 aplikasi transaksi,0.0,transaksi:4,aplikasi:-4,4.0,-4.0,ambiguous,,
4203,lemottttttttttttty,lemottttttttttttty,0.0,,,0.0,0.0,likely_negative,lemot,negative pattern in neutral score zero row
4214,tolong diperbaiki saya isi pulsa 4 × masih dalam proses tapi dana tidak balik. mau tarik atm bersama gagal terus. mau isi ovo pun tidak ada.,tolong diperbaiki isi pulsa 4 proses dana tidak balik tarik atm gagal isi ovo tidak,0.0,tolong:3; isi:2; proses:1; dana:4; balik:3; tarik:2; isi:2,pulsa:-3; tidak:-5; gagal:-4; tidak:-5,17.0,-17.0,ambiguous,,
4223,kebanyakan oflline nya .. aplikasinya bobrok... penanganan yg lambat.. nyusahin pengguna nya untuk transaksi..,kebanyakan oflline nya aplikasi bobrok penanganan lambat nyusahin pengguna nya transaksi,0.0,kebanyakan:2; penanganan:1; lambat:1; pengguna:1; transaksi:4,aplikasi:-4; bobrok:-5,9.0,-9.0,likely_negative,lambat,negative pattern in neutral score zero row
4233,Ada banyak benefits gratis untuk aplikasi ini mendapatkan reward Rp600rb saat mendaftar.,benefits gratis aplikasi mendapatkan reward rp600rb mendaftar,0.0,gratis:4,aplikasi:-4,4.0,-4.0,ambiguous,,
4288,"Baru menggunakan, fasilitasnya lebih lengkap dr yg sebelumnya. Tapi blm digunakan semuanya",menggunakan fasilitasnya lebih lengkap sebelumnya belum digunakan semuanya,0.0,lebih:1; lengkap:2,semuanya:-3,3.0,-3.0,ambiguous,,
4302,Mantaaaappp 👍👍,mantaaaappp,0.0,,,0.0,0.0,ambiguous,,
4305,Sulit verifikasi,sulit verifikasi,0.0,,,0.0,0.0,ambiguous,,
4307,"Aplikasinya super bagus, cocok buat anak muda. Semoga kedepannya semakin banyak fiturnya",aplikasi super bagus cocok anak muda semoga kedepannya fiturnya,0.0,super:3; bagus:2; cocok:4,aplikasi:-4; anak:-3; muda:-2,9.0,-9.0,likely_positive,bagus,positive pattern in neutral score zero row
4314,Semenjak update aplikasi yg terbaru malah susah buka m-banking,semenjak update aplikasi terbaru susah buka m banking,0.0,terbaru:4; buka:3,aplikasi:-4; susah:-3,7.0,-7.0,ambiguous,,
4323,"Setiap mau login atau transfer ke Ewallet selalu gak bisa dan keluar notif (Koneksi terputus / tidak ada koneksi internet, silahkan coba lagi), padahal internet lancar buka yang lain lancar. Aplikasi ini doang jaringannya eror mulu. Tolong diperbaiki",setiap login transfer ewallet tidak bisa keluar notif koneksi terputus tidak koneksi internet silahkan coba padahal internet lancar buka lancar aplikasi doang jaringannya error mulu tolong diperbaiki,0.0,koneksi:2; silahkan:3; coba:2; lancar:4; buka:3; lancar:4; doang:1; mulu:2; tolong:3,tidak:-5; keluar:-3; tidak:-5; koneksi:-2; aplikasi:-4; error:-5,24.0,-24.0,ambiguous,lancar; error; eror,
4326,Recomended,recomended,0.0,,,0.0,0.0,ambiguous,,
4332,Tolong dong ditingkatkan lagi payah banget aplikasinya . Permudah dong contoh BCA mobile,tolong ditingkatkan payah banget aplikasi permudah contoh bca mobile,0.0,tolong:3; banget:1,aplikasi:-4,4.0,-4.0,likely_negative,payah,negative pattern in neutral score zero row
4345,Mntap,mntap,0.0,,,0.0,0.0,ambiguous,,
4352,MantaPKS,mantapks,0.0,,,0.0,0.0,likely_positive,mantap,positive pattern in neutral score zero row
4356,"Apk yang sangat membatu , bayar pln iai paket data dengan mudah , deposit pun nggx ribet ono ini .",aplikasi membatu bayar pln iai paket data mudah deposit nggx ribet ono,0.0,membatu:2; bayar:1; paket:4; mudah:4,aplikasi:-4; data:-3; ribet:-4,11.0,-11.0,likely_negative,ribet,negative pattern in neutral score zero row
4371,"bagus banget aplikasi ini fiturnya lengkap, tranksaksi nya juga ga ribet",bagus banget aplikasi fiturnya lengkap tranksaksi nya tidak ribet,0.0,bagus:2; banget:1; lengkap:2; ribet:4,aplikasi:-4; tidak:-5,9.0,-9.0,ambiguous,bagus; ribet,
4380,"Aplikasinya keren bgt sih karena fiturnya sudah lengkap dan bisa bikin rekening online, pokoknya memudahkan banget",aplikasi keren banget sih fiturnya lengkap bisa bikin rekening online pokoknya memudahkan banget,0.0,banget:1; lengkap:2; memudahkan:3; banget:1,aplikasi:-4; pokoknya:-3,7.0,-7.0,likely_positive,keren; memudahkan,positive pattern in neutral score zero row
4399,"Aplikasi nya sangat bagus untuk transaksi,rekomen banget apk ino guys",aplikasi nya bagus transaksi rekomen banget aplikasi ino guys,0.0,bagus:2; transaksi:4; banget:1; guys:1,aplikasi:-4; aplikasi:-4,8.0,-8.0,likely_positive,bagus,positive pattern in neutral score zero row
4406,User friendly👍,user friendly,0.0,,,0.0,0.0,ambiguous,,
4408,Jakone yg Baru Tambah lemot . Login nya lama bngt parah abis,jakone tambah lambat login nya bngt parah abis,0.0,tambah:3; lambat:1; abis:1,parah:-5,5.0,-5.0,likely_negative,lemot; lambat; parah,negative pattern in neutral score zero row
4421,Aplikasi yg sangat membantu,aplikasi membantu,0.0,membantu:4,aplikasi:-4,4.0,-4.0,likely_positive,sangat membantu,positive pattern in neutral score zero row
4466,Jakone Mobile semoga kita semua,jakone mobile semoga kita,0.0,,,0.0,0.0,ambiguous,,
4485,"aplikasinya mudah digunakan,bisa transfer kesemua bank",aplikasi mudah digunakan bisa transfer kesemua bank,0.0,mudah:4,aplikasi:-4,4.0,-4.0,likely_positive,mudah digunakan; aplikasi mudah,positive pattern in neutral score zero row
4501,Ol,ol,0.0,,,0.0,0.0,ambiguous,,
4511,belum bisa transfer ke bank lain,belum bisa transfer bank,0.0,,,0.0,0.0,ambiguous,,
4516,Keren,keren,0.0,,,0.0,0.0,likely_positive,keren,positive pattern in neutral score zero row
4530,"Ada banyak benefit gratis untuk aplikasi ini,mendapatkan reward Rp 600ribu saat mandaftar",benefit gratis aplikasi mendapatkan reward rp 600ribu mandaftar,0.0,gratis:4,aplikasi:-4,4.0,-4.0,ambiguous,,
4537,Aplikasi yang digunakan untuk melakukan pembayaran atau pembelian. Aplikasinya mudah digunakan sejauh ini sangat membantu untuk digunakan sehari-hari.,aplikasi digunakan melakukan pembayaran pembelian aplikasi mudah digunakan sejauh membantu digunakan sehari hari,0.0,mudah:4; membantu:4,aplikasi:-4; aplikasi:-4,8.0,-8.0,likely_positive,mudah digunakan; aplikasi mudah; sangat membantu,positive pattern in neutral score zero row
4538,Pas masuk malah jadi bikin rekening baru,pas masuk bikin rekening,0.0,pas:3,masuk:-3,3.0,-3.0,ambiguous,,
4539,ANEH BANGET G BISA DIBUKA APKNYA,aneh banget tidak bisa dibuka apknya,0.0,aneh:4; banget:1,tidak:-5,5.0,-5.0,ambiguous,,
4549,User friendly,user friendly,0.0,,,0.0,0.0,ambiguous,,
4558,Keren makin dasyat dki mobile,keren dasyat dki mobile,0.0,,,0.0,0.0,likely_positive,keren,positive pattern in neutral score zero row
4563,Sangat bagusssssss,bagusssssss,0.0,,,0.0,0.0,likely_positive,bagus,positive pattern in neutral score zero row
4567,Keren sekali aplikasi JakOne Mobile dapat menikmati layanan transaksi digital Bank DKI.,keren aplikasi jakone mobile menikmati layanan transaksi digital bank dki,0.0,layanan:3; transaksi:4,aplikasi:-4; menikmati:-3,7.0,-7.0,likely_positive,keren,positive pattern in neutral score zero row
4611,Fitur fiturnya bagus semua. Semua bisa dilakukan serba online.mau bayar bayar juga gaperlu repot. Apalagi sistem pembayarannya udah gampang banget,fitur fiturnya bagus bisa dilakukan serba online bayar bayar gaperlu repot apalagi sistem pembayarannya udah gampang banget,0.0,bagus:2; bayar:1; bayar:1; gampang:4; banget:1,repot:-5; sistem:-4,9.0,-9.0,likely_positive,bagus,positive pattern in neutral score zero row
4616,"Jakone Mobile, splikasi paling recomend binggo",jakone mobile splikasi recomend binggo,0.0,,,0.0,0.0,ambiguous,,
4621,Is the best,is the best,0.0,,,0.0,0.0,ambiguous,,
4623,pokoke JakOne manttaaaaaaaaaaapp 👍👍,pokoke jakone manttaaaaaaaaaaapp,0.0,,,0.0,0.0,ambiguous,,
4643,The best aplikasi buat transaksi,the best aplikasi transaksi,0.0,transaksi:4,aplikasi:-4,4.0,-4.0,ambiguous,,
4650,Sering offline,offline,0.0,,,0.0,0.0,ambiguous,,
4664,"Aplikasi yang sangat membantu dan serbaguna sekali, ga nyesel download JakOne Mobile",aplikasi membantu serbaguna tidak nyesel download jakone mobile,0.0,membantu:4; nyesel:5,aplikasi:-4; tidak:-5,9.0,-9.0,likely_positive,sangat membantu,positive pattern in neutral score zero row
4675,Bank ribed sedunia,bank ribed sedunia,0.0,,,0.0,0.0,ambiguous,,
4681,"server selalu maintenance up down, tolong diperbaiki",server maintenance up down tolong diperbaiki,0.0,tolong:3,down:-3,3.0,-3.0,ambiguous,,
4684,Aplikasi JakOne Mobile yang terpercaya dan aman. Transaksi di apk ini sangat mudah dan prosesnya cepet. Keren bangett,aplikasi jakone mobile terpercaya aman transaksi aplikasi mudah prosesnya cepet keren bangett,0.0,transaksi:4; mudah:4; cepet:2,aplikasi:-4; aplikasi:-4; bangett:-2,10.0,-10.0,likely_positive,aplikasi mudah; keren,positive pattern in neutral score zero row
4688,restart sendiri,restart,0.0,,,0.0,0.0,ambiguous,,
4697,Mantaaaablah,mantaaaablah,0.0,,,0.0,0.0,ambiguous,,
4718,Paraaaaaaah,paraaaaaaah,0.0,,,0.0,0.0,ambiguous,,
4719,keren banget ini aplikasi mudah digunain dan ga ribet apalagi banyak promonya,keren banget aplikasi mudah digunain tidak ribet apalagi promonya,0.0,banget:1; mudah:4; ribet:4,aplikasi:-4; tidak:-5,9.0,-9.0,ambiguous,aplikasi mudah; keren; ribet,
4730,Mantab,mantab,0.0,,,0.0,0.0,ambiguous,,
4739,Tiba2 hilan bgtu saja jakone knpa ?,tiba2 hilan jakone knpa,0.0,,,0.0,0.0,ambiguous,,
4777,Sangat sangatmenantang,sangatmenantang,0.0,,,0.0,0.0,ambiguous,,
4780,"tolong lah perbaikin, masa gada pilihan buat transfer ke bank lain. gada fitur buat transfer ke e-wallet. bayar pake qris juga gabisa digunain. jelek banget",tolong perbaikin masa gada pilihan transfer bank gada fitur transfer e wallet bayar pakai qris tidak bisa digunain jelek banget,0.0,tolong:3; pilihan:5; bayar:1; banget:1,tidak:-5; jelek:-5,10.0,-10.0,likely_negative,jelek,negative pattern in neutral score zero row
4805,mantapp ada minigames,mantapp minigames,0.0,,,0.0,0.0,likely_positive,mantap,positive pattern in neutral score zero row
4823,"Ini update mulu nggak sampai semester udah 2 kali, ada masalah apa ini ya? Ini bulan 12. Sudah update lagi ya.",update mulu tidak semester udah 2 masalah ya bulan 12 update ya,0.0,mulu:2; ya:4; ya:4,tidak:-5; masalah:-4; bulan:-1,10.0,-10.0,ambiguous,,
4829,Pakek apk ini seneng bgt soalnya gampang mau bayat apa aja disini bisa ga pakek ribett,pakek aplikasi seneng banget soalnya gampang bayat disini bisa tidak pakek ribett,0.0,seneng:5; banget:1; gampang:4,aplikasi:-4; soalnya:-1; tidak:-5,10.0,-10.0,likely_negative,ribet,negative pattern in neutral score zero row
4838,The worst bank ever (From IT apps),the worst bank ever from it apps,0.0,,,0.0,0.0,ambiguous,,
4847,Cek saldo jack card muter mulu,cek saldo jack card muter mulu,0.0,saldo:2; mulu:2,cek:-4,4.0,-4.0,ambiguous,,
4851,1. Menu lebih lengkap aplikasi yang lama 2. Tampilan lebih bagus aplikasi yang lama 3. Pengoperasian lebih mudah aplikasi yang lama,1 menu lebih lengkap aplikasi 2 tampilan lebih bagus aplikasi 3 pengoperasian lebih mudah aplikasi,0.0,lebih:1; lengkap:2; tampilan:1; lebih:1; bagus:2; lebih:1; mudah:4,aplikasi:-4; aplikasi:-4; aplikasi:-4,12.0,-12.0,likely_positive,bagus,positive pattern in neutral score zero row
4853,"kenapa sekarang ada 2 apliaksi jackone mobile, kuhusnya bank DKI?? bingung saya😭",kenapa 2 apliaksi jackone mobile kuhusnya bank dki bingung,0.0,,,0.0,0.0,ambiguous,,
4860,Knp hrs di update ... dan ini menyulitkan saya sebagai lansia,knp hrs update menyulitkan lansia,0.0,,,0.0,0.0,ambiguous,,
4863,"mau registrasi Mobile Banking gagal terus keterangan ""service sedang offline"" pulsa sampe 2x top up sampai habis masih gak bisa juga. tolong diperbaiki lagi jgn sampai kalah sama Digital bank dan E-Wallet nih DKI.",registrasi mobile banking gagal keterangan service offline pulsa sampe 2x top up habis tidak bisa tolong diperbaiki jangan kalah digital bank e wallet nih dki,0.0,top:5; habis:3; tolong:3; kalah:4,gagal:-4; pulsa:-3; tidak:-5; jangan:-3,15.0,-15.0,ambiguous,,
4866,tidak bisa transfer antar BANK lainnya mohon diperbaiki secepatnya,tidak bisa transfer antar bank lainnya mohon diperbaiki secepatnya,0.0,mohon:2; secepatnya:3,tidak:-5,5.0,-5.0,likely_positive,cepat,positive pattern in neutral score zero row
4879,Saya mendapatkan refit gratis dari aplikasi ini. Dan mendapatkan riwot 600rb saat pertama mendaftar aplikasi cukup menarik dan juga bisa menghasilkan uang dengan santa.,mendapatkan refit gratis aplikasi mendapatkan riwot 600rb pertama mendaftar aplikasi menarik bisa menghasilkan uang santa,0.0,gratis:4; menarik:4,aplikasi:-4; aplikasi:-4,8.0,-8.0,ambiguous,,
4910,"Gagal dalam daftar jakone versi terbaru selalu ada pemberitahuan ""email telah terdaftar"" atau kalau pakai email lain ada note ""nomor kartu sudah terdaftar"".... gimana ini",gagal daftar jakone versi terbaru pemberitahuan email terdaftar pakai email note nomor kartu terdaftar gimana,0.0,daftar:1; terbaru:4; terdaftar:1; terdaftar:1,gagal:-4; pemberitahuan:-3,7.0,-7.0,ambiguous,,
4926,"Aplikasi keren, mudah di gunakan dan sangat sangat membantu tampilan tidak membingungkan",aplikasi keren mudah gunakan membantu tampilan tidak membingungkan,0.0,mudah:4; membantu:4; tampilan:1,aplikasi:-4; tidak:-5,9.0,-9.0,likely_positive,sangat membantu; keren,positive pattern in neutral score zero row
4941,Aplikasi Sangat Membantu. Sangat Baik Untuk Digunakan.,aplikasi membantu digunakan,0.0,membantu:4,aplikasi:-4,4.0,-4.0,likely_positive,sangat membantu,positive pattern in neutral score zero row
4942,Bagussssss,bagussssss,0.0,,,0.0,0.0,likely_positive,bagus,positive pattern in neutral score zero row
4946,Gangguan terus,gangguan,0.0,,,0.0,0.0,ambiguous,,
4960,Kok pas masuk mlh di disuruh update mulu,kok pas masuk disuruh update mulu,0.0,pas:3; mulu:2,masuk:-3; disuruh:-2,5.0,-5.0,ambiguous,,
4967,"Aplikasi yang mudah, untuk kebutuan apa aja",aplikasi mudah kebutuan,0.0,mudah:4,aplikasi:-4,4.0,-4.0,likely_positive,aplikasi mudah,positive pattern in neutral score zero row
4981,Best indonesian mobile banking app.. Easy to use and user frendly.. Nice JakOne,best indonesian mobile banking aplikasi easy to use and user frendly nice jakone,0.0,nice:4,aplikasi:-4,4.0,-4.0,ambiguous,,
4985,kecewa berat,kecewa berat,0.0,,,0.0,0.0,likely_negative,kecewa,negative pattern in neutral score zero row
4987,Knpa susah bgt masukin otp knpa GX ada tulisan lanjut,knpa susah banget masukin otp knpa gx tulisan lanjut,0.0,banget:1; lanjut:2,susah:-3,3.0,-3.0,ambiguous,,
4988,Sangat recomended untuk digunakan,recomended digunakan,0.0,,,0.0,0.0,ambiguous,,
5005,kirim otp berkali2 doang pulsa kepotong TPI bikin mbking kg bisa2,kirim otp berkali2 doang pulsa kepotong bikin mbking kg bisa2,0.0,kirim:2; doang:1,pulsa:-3,3.0,-3.0,ambiguous,,
5006,Sejauh ini saya menggunakan JakOne… cuma ada satu kata: LUAR BIASA!!!,sejauh menggunakan jakone,0.0,,,0.0,0.0,ambiguous,,
5029,Aplikasinya mudah digunakan dan fiturnya lumayan komplit ga kalah sama mobile banking yang lainnya..,aplikasi mudah digunakan fiturnya lumayan komplit tidak kalah mobile banking lainnya,0.0,mudah:4; lumayan:1; kalah:4,aplikasi:-4; tidak:-5,9.0,-9.0,likely_positive,mudah digunakan; aplikasi mudah,positive pattern in neutral score zero row
5032,Jos,jos,0.0,,,0.0,0.0,ambiguous,,
5103,Tingkatkan lagi.,tingkatkan,0.0,,,0.0,0.0,ambiguous,,
5115,Keren banget aplikasi ini fiturnya mudah banget lagi recommended banget deh pokoknya,keren banget aplikasi fiturnya mudah banget recommended banget deh pokoknya,0.0,banget:1; mudah:4; banget:1; banget:1,aplikasi:-4; pokoknya:-3,7.0,-7.0,likely_positive,keren; recommended,positive pattern in neutral score zero row
5150,👍🏻👍🏻 kerenn,kerenn,0.0,,,0.0,0.0,likely_positive,keren,positive pattern in neutral score zero row
5157,Gg cung,gg cung,0.0,,,0.0,0.0,ambiguous,,
5160,masih sulit downloadnya,sulit downloadnya,0.0,,,0.0,0.0,ambiguous,,
5167,user friendly,user friendly,0.0,,,0.0,0.0,ambiguous,,
5173,The best,the best,0.0,,,0.0,0.0,ambiguous,,
5194,"Puas banget sama app yang satu ini, serba bisa????????????",puas banget aplikasi serba bisa,0.0,puas:3; banget:1,aplikasi:-4,4.0,-4.0,likely_positive,puas,positive pattern in neutral score zero row
5204,Sinyalnya cukup baik,sinyalnya,0.0,,,0.0,0.0,ambiguous,,
5228,kalau Bisa Skin Dan Heronya Di Banyakin Lagi,bisa skin heronya banyakin,0.0,,,0.0,0.0,ambiguous,,
5230,Ribet banget sih.. Udah punya kartu ATM nya malah ngga bisa daftar di m banking. Tetep harus ke bank! Trus gunanya daftar online apa??,ribet banget sih udah punya kartu atm nya ngga bisa daftar m banking tetep bank gunanya daftar online,0.0,banget:1; punya:3; daftar:1; daftar:1,ribet:-4; ngga:-2,6.0,-6.0,likely_negative,ribet,negative pattern in neutral score zero row
5235,👌siiip,siiip,0.0,,,0.0,0.0,ambiguous,,
